"","dow","temp","TOTAL_CRIMES","BAR_OR_TAVERN","BATTERY"
"784","Monday",32.4,0.339784946236559,0.136363636363636,0.152
"785","Tuesday",38.5,0.451612903225806,0,0.248
"786","Wednesday",39.9,0.395698924731183,0.0454545454545455,0.192
"787","Thursday",42.9,0.423655913978495,0.0909090909090909,0.264
"788","Friday",34.7,0.505376344086022,0.0454545454545455,0.208
"789","Saturday",39.1,0.496774193548387,0,0.408
"790","Sunday",41.6,0.490322580645161,0.0454545454545455,0.416
"791","Monday",43.5,0.597849462365591,0,0.12
"792","Tuesday",26.1,0.367741935483871,0.0454545454545455,0.104
"793","Wednesday",38.2,0.494623655913978,0,0.304
"794","Thursday",39.3,0.423655913978495,0.0454545454545455,0.176
"795","Friday",30.2,0.419354838709677,0.0909090909090909,0.168
"796","Saturday",31,0.410752688172043,0.136363636363636,0.512
"797","Sunday",28.7,0.331182795698925,0.0454545454545455,0.504
"798","Monday",32.6,0.436559139784946,0,0.352
"799","Tuesday",42.1,0.539784946236559,0,0.4
"800","Wednesday",39.7,0.466666666666667,0.0909090909090909,0.368
"801","Thursday",45.1,0.341935483870968,0,0.192
"802","Friday",47.8,0.425806451612903,0,0.24
"803","Saturday",39.1,0.365591397849462,0.227272727272727,0.472
"804","Sunday",39.8,0.262365591397849,0.136363636363636,0.288
"805","Monday",22.1,0.337634408602151,0.0909090909090909,0.176
"806","Tuesday",28.4,0.311827956989247,0.181818181818182,0.2
"807","Wednesday",38.5,0.376344086021505,0.0909090909090909,0.272
"808","Thursday",41.4,0.238709677419355,0.0454545454545455,0.112
"809","Friday",33.6,0.359139784946237,0,0.216
"810","Saturday",37.9,0.331182795698925,0.136363636363636,0.336
"811","Sunday",40.8,0.458064516129032,0.0454545454545455,0.464
"812","Monday",46.2,0.580645161290323,0.0454545454545455,0.512
"813","Tuesday",51.1,0.339784946236559,0,0.136
"814","Wednesday",47.2,0.361290322580645,0.0454545454545455,0.168
"815","Thursday",51.9,0.286021505376344,0.0454545454545455,0.184
"816","Friday",51.3,0.374193548387097,0,0.264
"817","Saturday",49.9,0.305376344086021,0.136363636363636,0.464
"818","Sunday",48.1,0.440860215053763,0.227272727272727,0.48
"819","Monday",47.9,0.348387096774194,0,0.4
"820","Tuesday",43.7,0.417204301075269,0.0454545454545455,0.248
"821","Wednesday",51.3,0.331182795698925,0,0.096
"822","Thursday",48.2,0.602150537634409,0.0454545454545455,0.152
"823","Friday",37.1,0.367741935483871,0.136363636363636,0.224
"824","Saturday",36.6,0.434408602150538,0.272727272727273,0.44
"825","Sunday",46.3,0.445161290322581,0.0454545454545455,0.632
"826","Monday",45.9,0.417204301075269,0.0454545454545455,0.256
"827","Tuesday",47.5,0.455913978494624,0,0.352
"828","Wednesday",50.2,0.533333333333333,0.0454545454545455,0.368
"829","Thursday",47,0.320430107526882,0.0454545454545455,0.144
"830","Friday",47.6,0.417204301075269,0.0909090909090909,0.312
"831","Saturday",44.4,0.382795698924731,0.181818181818182,0.4
"832","Sunday",48.2,0.309677419354839,0.0454545454545455,0.4
"833","Monday",45.3,0.412903225806452,0.0454545454545455,0.296
"834","Tuesday",45.5,0.391397849462366,0.0454545454545455,0.392
"835","Wednesday",46.1,0.283870967741935,0,0.216
"836","Thursday",43.8,0.387096774193548,0.0454545454545455,0.232
"837","Friday",43.8,0.406451612903226,0,0.248
"838","Saturday",42,0.387096774193548,0.227272727272727,0.504
"839","Sunday",47.2,0.253763440860215,0.0454545454545455,0.384
"840","Monday",50.9,0.234408602150538,0,0.088
"841","Tuesday",50.3,0.223655913978495,0.0454545454545455,0.04
"842","Wednesday",53.4,0.260215053763441,0,0.088
"843","Thursday",43,0.335483870967742,0,0.136
"844","Friday",45.1,0.380645161290323,0.136363636363636,0.216
"845","Saturday",51.1,0.43010752688172,0.181818181818182,0.544
"846","Sunday",47.9,0.356989247311828,0.0454545454545455,0.432
"847","Monday",49.9,0.419354838709677,0.0454545454545455,0.288
"848","Tuesday",48.1,0.587096774193548,0.0454545454545455,0.544
"849","Wednesday",52.5,0.41505376344086,0.0909090909090909,0.288
"850","Thursday",50.4,0.249462365591398,0.0454545454545455,0.264
"851","Friday",55.9,0.567741935483871,0.318181818181818,0.344
"852","Saturday",51.9,0.765591397849462,0.227272727272727,0.568
"853","Sunday",53.5,0.612903225806452,0.0909090909090909,0.8
"854","Monday",56.3,0.468817204301075,0,0.392
"855","Tuesday",51.7,0.305376344086021,0.0454545454545455,0.192
"856","Wednesday",48.8,0.518279569892473,0.0454545454545455,0.488
"857","Thursday",54.3,0.354838709677419,0,0.2
"858","Friday",51.5,0.387096774193548,0.136363636363636,0.24
"859","Saturday",48.9,0.447311827956989,0.0909090909090909,0.432
"860","Sunday",51.7,0.410752688172043,0.0454545454545455,0.6
"861","Monday",49.8,0.410752688172043,0.0454545454545455,0.312
"862","Tuesday",52.4,0.425806451612903,0.0909090909090909,0.224
"863","Wednesday",53.1,0.331182795698925,0.0454545454545455,0.232
"864","Thursday",55.1,0.443010752688172,0.227272727272727,0.296
"865","Friday",58.9,0.604301075268817,0.0909090909090909,0.376
"866","Saturday",58.9,0.582795698924731,0.181818181818182,0.552
"867","Sunday",59.1,0.488172043010753,0.318181818181818,0.608
"868","Monday",57.5,0.561290322580645,0.0454545454545455,0.416
"869","Tuesday",58.3,0.468817204301075,0.0909090909090909,0.392
"870","Wednesday",62.9,0.535483870967742,0,0.248
"871","Thursday",54.4,0.509677419354839,0.0454545454545455,0.528
"872","Friday",49.7,0.617204301075269,0.0909090909090909,0.584
"873","Saturday",55.2,0.716129032258065,0.0454545454545455,0.728
"874","Sunday",67.6,0.675268817204301,0.409090909090909,0.88
"875","Monday",57.4,0.696774193548387,0,0.528
"876","Tuesday",55.4,0.647311827956989,0,0.48
"877","Wednesday",61.2,0.501075268817204,0.0454545454545455,0.544
"878","Thursday",66.1,0.365591397849462,0.227272727272727,0.096
"879","Friday",58,0.361290322580645,0.181818181818182,0.248
"880","Saturday",47.5,0.496774193548387,0.181818181818182,0.392
"881","Sunday",49.6,0.541935483870968,0.363636363636364,0.528
"882","Monday",57.9,0.451612903225806,0.318181818181818,0.448
"883","Tuesday",59.2,0.720430107526882,0.0454545454545455,0.408
"884","Wednesday",60.4,0.554838709677419,0.0909090909090909,0.408
"885","Thursday",59.2,0.619354838709677,0,0.4
"886","Friday",60.7,0.56989247311828,0.136363636363636,0.352
"887","Saturday",61.7,0.591397849462366,0.227272727272727,0.6
"888","Sunday",70.2,0.817204301075269,0.181818181818182,0.96
"889","Monday",65,0.675268817204301,0.0909090909090909,0.544
"890","Tuesday",64.5,0.733333333333333,0.0454545454545455,0.6
"891","Wednesday",68.9,0.58494623655914,0.0909090909090909,0.368
"892","Thursday",68.4,0.619354838709677,0,0.456
"893","Friday",60.2,0.703225806451613,0.181818181818182,0.728
"894","Saturday",62.1,0.572043010752688,0.272727272727273,0.584
"895","Sunday",63.5,0.718279569892473,0.227272727272727,0.816
"896","Monday",65.4,0.670967741935484,0.136363636363636,0.544
"897","Tuesday",68,0.589247311827957,0.0454545454545455,0.432
"898","Wednesday",67.9,0.546236559139785,0,0.464
"899","Thursday",64.9,0.473118279569892,0.0909090909090909,0.256
"900","Friday",66.1,0.653763440860215,0.181818181818182,0.368
"901","Saturday",68.4,0.810752688172043,0.318181818181818,0.84
"902","Sunday",69.5,0.78494623655914,0.363636363636364,1
"903","Monday",69.1,0.563440860215054,0.136363636363636,0.512
"904","Tuesday",70.6,0.640860215053763,0.0454545454545455,0.32
"905","Wednesday",65.9,0.533333333333333,0.181818181818182,0.44
"906","Thursday",63.4,0.52258064516129,0.0454545454545455,0.264
"907","Friday",66.5,0.445161290322581,0.0909090909090909,0.312
"908","Saturday",70,0.49247311827957,0.772727272727273,0.416
"909","Sunday",70.9,0.754838709677419,0.5,0.776
"910","Monday",72.9,0.662365591397849,0.0454545454545455,0.528
"911","Tuesday",73.5,0.427956989247312,0,0.288
"912","Wednesday",73.5,0.524731182795699,0.0909090909090909,0.4
"913","Thursday",73.9,0.754838709677419,0.0454545454545455,0.512
"914","Friday",70.3,0.666666666666667,0.272727272727273,0.216
"915","Saturday",62.3,0.709677419354839,0.318181818181818,0.568
"916","Sunday",62.9,0.756989247311828,0.181818181818182,0.992
"917","Monday",63.6,0.724731182795699,0,0.984
"918","Tuesday",71.6,0.47741935483871,0,0.328
"919","Wednesday",73.7,0.563440860215054,0.0909090909090909,0.48
"920","Thursday",72.5,0.524731182795699,0.136363636363636,0.2
"921","Friday",72,0.587096774193548,0.227272727272727,0.232
"922","Saturday",71,0.604301075268817,0.272727272727273,0.672
"923","Sunday",68.9,0.425806451612903,0.363636363636364,0.536
"924","Monday",70.5,0.520430107526882,0.181818181818182,0.336
"925","Tuesday",66.3,0.6,0,0.28
"926","Wednesday",69.1,0.49247311827957,0.0909090909090909,0.304
"927","Thursday",72.6,0.412903225806452,0.227272727272727,0.336
"928","Friday",72.9,0.587096774193548,0.318181818181818,0.424
"929","Saturday",74.2,0.612903225806452,0.181818181818182,0.544
"930","Sunday",74.5,0.550537634408602,0.545454545454545,0.632
"931","Monday",73.8,0.494623655913978,0.0454545454545455,0.416
"932","Tuesday",74.3,0.520430107526882,0.0909090909090909,0.224
"933","Wednesday",74.2,0.505376344086022,0.0454545454545455,0.496
"934","Thursday",73.1,0.572043010752688,0.272727272727273,0.504
"935","Friday",73.6,0.632258064516129,0.0909090909090909,0.464
"936","Saturday",70.8,0.587096774193548,0.318181818181818,0.696
"937","Sunday",70.4,0.655913978494624,0.727272727272727,0.712
"938","Monday",74.9,0.636559139784946,0.181818181818182,0.504
"939","Tuesday",76.7,0.606451612903226,0.181818181818182,0.456
"940","Wednesday",72.1,0.544086021505376,0.136363636363636,0.496
"941","Thursday",67.2,0.806451612903226,0.136363636363636,0.496
"942","Friday",74,0.666666666666667,0.5,0.288
"943","Saturday",70,0.967741935483871,1,0.856
"944","Sunday",69.4,0.855913978494624,0.772727272727273,0.688
"945","Monday",72.4,0.574193548387097,0.136363636363636,0.48
"946","Tuesday",69.3,0.443010752688172,0.0454545454545455,0.416
"947","Wednesday",68.4,0.537634408602151,0.136363636363636,0.288
"948","Thursday",72.3,0.511827956989247,0.136363636363636,0.504
"949","Friday",72,0.535483870967742,0.227272727272727,0.424
"950","Saturday",73,0.58494623655914,0.318181818181818,0.592
"951","Sunday",75.4,0.610752688172043,0.636363636363636,0.832
"952","Monday",72.4,0.494623655913978,0.0909090909090909,0.36
"953","Tuesday",73.1,0.412903225806452,0,0.304
"954","Wednesday",75.3,0.449462365591398,0.0454545454545455,0.304
"955","Thursday",75.9,0.408602150537634,0.0454545454545455,0.248
"956","Friday",76.7,0.481720430107527,0.136363636363636,0.36
"957","Saturday",78.1,0.593548387096774,0.545454545454545,0.528
"958","Sunday",77,0.559139784946237,0.227272727272727,0.704
"959","Monday",70.2,0.563440860215054,0.0909090909090909,0.408
"960","Tuesday",69.9,0.526881720430108,0.0454545454545455,0.424
"961","Wednesday",73.1,0.378494623655914,0.181818181818182,0.32
"962","Thursday",75,0.47741935483871,0.0909090909090909,0.368
"963","Friday",77.6,0.572043010752688,0.363636363636364,0.272
"964","Saturday",75.3,0.72258064516129,0.409090909090909,0.712
"965","Sunday",75.2,0.58494623655914,0.545454545454545,0.648
"966","Monday",75.6,0.627956989247312,0.0909090909090909,0.392
"967","Tuesday",76.5,0.470967741935484,0.0454545454545455,0.368
"968","Wednesday",78.2,0.486021505376344,0.0454545454545455,0.224
"969","Thursday",76.7,0.531182795698925,0.136363636363636,0.344
"970","Friday",79.3,0.713978494623656,0.181818181818182,0.456
"971","Saturday",71.5,0.606451612903226,0.227272727272727,0.624
"972","Sunday",68.4,0.675268817204301,0.363636363636364,0.8
"973","Monday",75.2,0.595698924731183,0.0909090909090909,0.536
"974","Tuesday",77,0.544086021505376,0,0.624
"975","Wednesday",73.4,0.797849462365591,0.0909090909090909,0.4
"976","Thursday",71.1,0.462365591397849,0.181818181818182,0.44
"977","Friday",68.2,0.660215053763441,0.181818181818182,0.408
"978","Saturday",69.6,0.70752688172043,0.545454545454545,0.608
"979","Sunday",70.3,0.716129032258065,0.363636363636364,0.76
"980","Monday",72.2,0.625806451612903,0.272727272727273,0.656
"981","Tuesday",71.4,0.490322580645161,0,0.304
"982","Wednesday",72.7,0.518279569892473,0.181818181818182,0.368
"983","Thursday",73.8,0.582795698924731,0.136363636363636,0.536
"984","Friday",73,0.716129032258065,0.272727272727273,0.584
"985","Saturday",69.9,0.69247311827957,0.545454545454545,0.624
"986","Sunday",72.6,0.729032258064516,0.454545454545455,0.744
"987","Monday",73.8,0.752688172043011,0,0.6
"988","Tuesday",69.5,0.653763440860215,0.0454545454545455,0.408
"989","Wednesday",72.5,0.683870967741935,0.0454545454545455,0.472
"990","Thursday",71.6,0.72258064516129,0.227272727272727,0.632
"991","Friday",71.5,0.606451612903226,0.272727272727273,0.568
"992","Saturday",71.5,0.69247311827957,0.409090909090909,0.712
"993","Sunday",69.1,0.804301075268817,0.636363636363636,0.832
"994","Monday",63,0.673118279569892,0.136363636363636,0.408
"995","Tuesday",66.2,0.606451612903226,0.0454545454545455,0.336
"996","Wednesday",69.4,0.610752688172043,0,0.192
"997","Thursday",73.3,0.604301075268817,0.0909090909090909,0.32
"998","Friday",72.6,0.550537634408602,0.227272727272727,0.432
"999","Saturday",71.4,0.647311827956989,0.454545454545455,0.448
"1000","Sunday",70,0.604301075268817,0.181818181818182,0.688
"1001","Monday",68.2,0.634408602150538,0.136363636363636,0.392
"1002","Tuesday",72.4,0.701075268817204,0.0454545454545455,0.464
"1003","Wednesday",65.4,0.660215053763441,0.0454545454545455,0.456
"1004","Thursday",60.6,0.587096774193548,0.318181818181818,0.456
"1005","Friday",61.2,1,0.136363636363636,0.432
"1006","Saturday",63,0.782795698924731,0.272727272727273,0.64
"1007","Sunday",68.9,0.759139784946237,0.818181818181818,0.688
"1008","Monday",64.2,0.61505376344086,0.136363636363636,0.488
"1009","Tuesday",63.3,0.638709677419355,0.0909090909090909,0.32
"1010","Wednesday",64.2,0.690322580645161,0.0454545454545455,0.496
"1011","Thursday",60.8,0.518279569892473,0.136363636363636,0.344
"1012","Friday",64.9,0.643010752688172,0.136363636363636,0.448
"1013","Saturday",63.6,0.668817204301075,0.227272727272727,0.592
"1014","Sunday",63.3,0.649462365591398,0.227272727272727,0.824
"1015","Monday",65.7,0.486021505376344,0.0454545454545455,0.416
"1016","Tuesday",63,0.621505376344086,0.0454545454545455,0.472
"1017","Wednesday",61.4,0.574193548387097,0.0909090909090909,0.336
"1018","Thursday",64.8,0.567741935483871,0.136363636363636,0.472
"1019","Friday",62.7,0.627956989247312,0.181818181818182,0.352
"1020","Saturday",66.9,0.572043010752688,0.181818181818182,0.488
"1021","Sunday",64.9,0.612903225806452,0.363636363636364,0.656
"1022","Monday",58,0.634408602150538,0.181818181818182,0.4
"1023","Tuesday",56.4,0.468817204301075,0,0.352
"1024","Wednesday",64.8,0.56989247311828,0.0909090909090909,0.576
"1025","Thursday",65.3,0.623655913978495,0.0454545454545455,0.36
"1026","Friday",67,0.582795698924731,0.0909090909090909,0.384
"1027","Saturday",61,0.666666666666667,0.454545454545455,0.496
"1028","Sunday",55.1,0.32258064516129,0.545454545454545,0.344
"1029","Monday",61.1,0.520430107526882,0.0454545454545455,0.256
"1030","Tuesday",64.6,0.63010752688172,0.136363636363636,0.28
"1031","Wednesday",58.9,0.567741935483871,0.0454545454545455,0.304
"1032","Thursday",53.3,0.552688172043011,0.0454545454545455,0.272
"1033","Friday",54,0.58494623655914,0.363636363636364,0.368
"1034","Saturday",60.1,0.604301075268817,0.545454545454545,0.472
"1035","Sunday",63.1,0.681720430107527,0.590909090909091,0.848
"1036","Monday",59.3,0.705376344086021,0.181818181818182,0.304
"1037","Tuesday",52.6,0.572043010752688,0.0909090909090909,0.36
"1038","Wednesday",50,0.539784946236559,0.227272727272727,0.44
"1039","Thursday",48.5,0.511827956989247,0.227272727272727,0.304
"1040","Friday",49.1,0.501075268817204,0.0909090909090909,0.24
"1041","Saturday",43.1,0.632258064516129,0.181818181818182,0.48
"1042","Sunday",44.6,0.651612903225806,0.454545454545455,0.568
"1043","Monday",54.9,0.683870967741935,0.0909090909090909,0.376
"1044","Tuesday",53.1,0.623655913978495,0,0.216
"1045","Wednesday",56.5,0.621505376344086,0.318181818181818,0.304
"1046","Thursday",49.9,0.494623655913978,0.0909090909090909,0.208
"1047","Friday",58.3,0.449462365591398,0.227272727272727,0.072
"1048","Saturday",56.4,0.541935483870968,0.363636363636364,0.272
"1049","Sunday",49.4,0.483870967741935,0.590909090909091,0.264
"1050","Monday",51.4,0.552688172043011,0.0909090909090909,0.16
"1051","Tuesday",45.9,0.552688172043011,0.136363636363636,0.288
"1052","Wednesday",46.5,0.421505376344086,0,0.136
"1053","Thursday",58.7,0.513978494623656,0.181818181818182,0.32
"1054","Friday",52.9,0.50752688172043,0.181818181818182,0.368
"1055","Saturday",43.5,0.576344086021505,0.5,0.44
"1056","Sunday",52.3,0.526881720430108,0.454545454545455,0.576
"1057","Monday",55.9,0.419354838709677,0.136363636363636,0.296
"1058","Tuesday",43.1,0.352688172043011,0.136363636363636,0.208
"1059","Wednesday",37.1,0.548387096774194,0.181818181818182,0.312
"1060","Thursday",46.5,0.161290322580645,0.181818181818182,0.336
"1061","Friday",50.3,0.440860215053763,0.0909090909090909,0.248
"1062","Saturday",40.7,0.453763440860215,0.318181818181818,0.208
"1063","Sunday",37.8,0.496774193548387,0.454545454545455,0.536
"1064","Monday",42.5,0.561290322580645,0.181818181818182,0.296
"1065","Tuesday",37.1,0.49247311827957,0.0454545454545455,0.264
"1066","Wednesday",43.6,0.726881720430108,0.181818181818182,0.32
"1067","Thursday",50.7,0.625806451612903,0.227272727272727,0.328
"1068","Friday",47.7,0.724731182795699,0.136363636363636,0.456
"1069","Saturday",38.8,0.561290322580645,0.318181818181818,0.4
"1070","Sunday",44.1,0.466666666666667,0.272727272727273,0.424
"1071","Monday",52.6,0.470967741935484,0.0454545454545455,0.336
"1072","Tuesday",46.8,0.397849462365591,0.227272727272727,0.344
"1073","Wednesday",39.9,0.574193548387097,0.0909090909090909,0.264
"1074","Thursday",39.3,0.529032258064516,0.0909090909090909,0.296
"1075","Friday",41.5,0.548387096774194,0.136363636363636,0.304
"1076","Saturday",53.4,0.451612903225806,0.363636363636364,0.112
"1077","Sunday",50.9,0.548387096774194,0.363636363636364,0.464
"1078","Monday",47.9,0.574193548387097,0.0454545454545455,0.304
"1079","Tuesday",48.9,0.49247311827957,0.0454545454545455,0.248
"1080","Wednesday",42.2,0.610752688172043,0.0454545454545455,0.176
"1081","Thursday",52.9,0.559139784946237,0.136363636363636,0.288
"1082","Friday",55.3,0.509677419354839,0.181818181818182,0.368
"1083","Saturday",46.5,0.524731182795699,0.363636363636364,0.4
"1084","Sunday",45.6,0.367741935483871,0.136363636363636,0.376
"1085","Monday",35.8,0.434408602150538,0.136363636363636,0.248
"1086","Tuesday",43.5,0.354838709677419,0.0454545454545455,0.296
"1087","Wednesday",50,0.301075268817204,0,0.184
"1088","Thursday",35,0.417204301075269,0.136363636363636,0.224
"1089","Friday",31.5,0.318279569892473,0.136363636363636,0.296
"1090","Saturday",42.7,0.288172043010753,0.136363636363636,0.488
"1091","Sunday",42.8,0.232258064516129,0.0454545454545455,0.352
"1092","Monday",38,0.374193548387097,0.0454545454545455,0.312
"1093","Tuesday",43.1,0.255913978494624,0,0.048
"1094","Wednesday",43.9,0.348387096774194,0,0.12
"1095","Thursday",47.4,0.460215053763441,0.136363636363636,0.296
"1096","Friday",48.3,0.559139784946237,0.181818181818182,0.392
